ticket_id,title,description,account,location,status,priority,source,estimated_hours,primary_resource,role,queue,issue_type,sub_issue_type,work_type,contract_name,sla,created_at,created_by,completed_at,due_at,first_response_at,resolution,completed_by,is_legacy,priority_numeric,estimated_hours_clean,is_completed,resolution_hours,resolution_days,first_response_minutes,hours_until_due,hours_past_due,title_word_count,description_word_count,ticket_text,created_year,created_month,created_day,created_hour,created_day_of_week,created_week_of_year,created_is_weekend,created_is_business_hours,created_part_of_day,is_priority_low,is_priority_medium,is_priority_high,is_priority_critical,priority_weight,is_active_ticket,is_waiting_state,is_unassigned,is_overdue_open,ticket_text_char_count,ticket_text_has_server,ticket_text_has_backup,ticket_text_has_vpn,ticket_text_has_email,ticket_text_has_printer,ticket_text_has_access_issue,ticket_text_has_urgent_language,issue_type_group,queue_group,role_group,sla_priority_class,sla_coverage_type,sla_initial_response_hours,sla_status_update_hours,sla_weight,is_sla_high_urgency,is_service_request,is_maintenance,first_response_sla_met,ticket_age_hours,sla_age_ratio,sla_breach_risk,sla_breach_severity,resolution_hours_log,met_estimate_flag,estimate_error_hours
T20260217.0002,MFA not working on mobile device,User replaced their phone and can no longer receive MFA push notifications. Needs MFA token re-enrolled.,ABLE Manufacturing HQ,Primary Location,New,High,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level I,SW:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-17 07:00:00,"Administrator, Autotask",,2026-02-24 11:00:00,2026-02-17 07:00:00,,,False,3,2.0,False,,,0.0,172.0,,6,16,MFA not working on mobile device User replaced their phone and can no longer receive MFA push notifications. Needs MFA token re-enrolled.,2026,2,17,7,1,8,False,False,Morning,False,False,True,False,3,True,False,False,True,137,False,False,False,False,False,False,False,SW,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,1011.31,42.14,True,Critical,,False,
T20251204.0001,Shared drive access denied,User in Accounting cannot access the shared S: drive. Permissions appear correct in AD but access is still denied.,ABLE Manufacturing HQ,Primary Location,New,Low,Email,2.0,"Moore, James",IT:Technician II,Triage,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-04 17:00:00,"Administrator, Autotask",,2025-12-12 11:00:00,2025-12-04 17:00:00,,,False,1,2.0,False,,,0.0,186.0,,4,19,Shared drive access denied User in Accounting cannot access the shared S: drive. Permissions appear correct in AD but access is still denied.,2025,12,4,17,3,49,False,False,Afternoon,True,False,False,False,1,True,False,False,True,141,False,False,False,False,False,True,False,IT,Triage,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,2801.31,116.72,True,Critical,,False,
T20260213.0002,VPN connection drops intermittently,"Remote employee experiences frequent VPN disconnections throughout the day, disrupting access to internal resources.",ABLE Manufacturing HQ,Primary Location,New,Low,Email,2.0,"Moore, James",IT:Technician II,Triage,SW:Defect,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-13 16:30:00,"Administrator, Autotask",,2026-02-23 10:30:00,2026-02-13 16:30:00,,,False,1,2.0,False,,,0.0,234.0,,4,14,"VPN connection drops intermittently Remote employee experiences frequent VPN disconnections throughout the day, disrupting access to internal resources.",2026,2,13,16,4,7,False,True,Afternoon,True,False,False,False,1,True,False,False,True,152,False,False,True,False,False,True,False,SW,Triage,IT,Low,Standard,4.0,48.0,1,False,False,False,True,1097.81,274.45,True,Critical,,False,
T20251210.0001,Desk phone not receiving calls,User's VoIP desk phone rings but no audio when answered. Other phones on the same switch work fine.,ABLE Manufacturing HQ,Primary Location,New,Critical,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level II,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-10 17:00:00,"Administrator, Autotask",,2025-12-18 11:00:00,2025-12-10 17:00:00,,,False,4,2.0,False,,,0.0,186.0,,5,18,Desk phone not receiving calls User's VoIP desk phone rings but no audio when answered. Other phones on the same switch work fine.,2025,12,10,17,2,50,False,False,Afternoon,False,False,False,True,4,True,False,False,True,130,False,False,False,False,False,False,False,IT,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,2657.31,110.72,True,Critical,,False,
T20260116.0002,Network printer offline,The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.,ABLE Manufacturing HQ,Primary Location,New,Low,Email,2.0,"Moore, James",IT:Technician II,IT:Level II,IT:Hardware,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-16 23:30:00,"Administrator, Autotask",,2026-01-26 11:00:00,2026-01-16 23:30:00,,,False,1,2.0,False,,,0.0,227.5,,3,18,Network printer offline The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.,2026,1,16,23,4,3,False,False,Late Night,True,False,False,False,1,True,False,False,True,139,False,False,False,False,True,False,False,IT,IT,IT,Low,Expanded,4.0,48.0,1,False,False,False,True,1762.81,440.7,True,Critical,,False,
T20260223.0003,VPN connection drops intermittently,"Remote employee experiences frequent VPN disconnections throughout the day, disrupting access to internal resources.",ABLE Manufacturing HQ,Primary Location,New,Medium,Email,2.0,"Moore, James",IT:Technician II,IT:Level I,SW:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-23 20:30:00,"Administrator, Autotask",,2026-03-03 11:00:00,2026-02-23 20:30:00,,,False,2,2.0,False,,,0.0,182.5,,4,14,"VPN connection drops intermittently Remote employee experiences frequent VPN disconnections throughout the day, disrupting access to internal resources.",2026,2,23,20,0,9,False,False,Evening,False,True,False,False,2,True,False,False,True,152,False,False,True,False,False,True,False,SW,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,853.81,35.58,True,Critical,,False,
T20260105.0002,Zoom meeting room setup,Need to configure the new conference room TV and camera system for Zoom Rooms integration.,ABLE Manufacturing HQ,Primary Location,New,Low,Email,2.0,"Anderson, Scott",IT:Service Manager,Triage,IT:Applications,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-05 17:30:00,"Administrator, Autotask",,2026-01-13 11:00:00,2026-01-05 17:30:00,,,False,1,2.0,False,,,0.0,185.5,,4,15,Zoom meeting room setup Need to configure the new conference room TV and camera system for Zoom Rooms integration.,2026,1,5,17,0,2,False,False,Afternoon,True,False,False,False,1,True,False,False,True,114,False,False,False,False,False,False,False,IT,Triage,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,2032.81,84.7,True,Critical,,False,
T20260208.0005,Windows update causing BSOD,Two workstations experiencing Blue Screen of Death after latest Windows cumulative update was installed.,ABLE Manufacturing HQ,Primary Location,New,Medium,Email,2.0,"Miller, Susan",SW:Support II,IT:Level II,SW:Defect,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-08 01:00:00,"Administrator, Autotask",,2026-02-16 11:00:00,2026-02-08 01:00:00,,,False,2,2.0,False,,,0.0,202.0,,4,14,Windows update causing BSOD Two workstations experiencing Blue Screen of Death after latest Windows cumulative update was installed.,2026,2,8,1,6,6,True,False,Overnight,False,True,False,False,2,True,False,False,True,132,False,False,False,False,False,False,False,SW,IT,SW,Maintenance,Expanded,24.0,24.0,1,False,False,True,True,1233.31,51.39,True,Critical,,False,
T20251226.0001,Network printer offline,The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.,ABLE Manufacturing HQ,Primary Location,Waiting Customer,Critical,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level I,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-26 09:00:00,"Administrator, Autotask",,2026-01-05 09:00:00,2025-12-26 09:00:00,,,False,4,2.0,False,,,0.0,240.0,,3,18,Network printer offline The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.,2025,12,26,9,4,52,False,True,Morning,False,False,False,True,4,True,True,False,True,139,False,False,False,False,True,False,False,IT,IT,IT,Service Request,Standard,24.0,24.0,1,False,True,False,True,2281.31,95.05,True,Critical,,False,
T20260125.0001,VPN connection drops intermittently,"Remote employee experiences frequent VPN disconnections throughout the day, disrupting access to internal resources.",ABLE Manufacturing HQ,Primary Location,Waiting Customer,Critical,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Change Requests,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-25 11:30:00,"Administrator, Autotask",,2026-02-04 11:30:00,2026-01-25 11:30:00,,,False,4,2.0,False,,,0.0,240.0,,4,14,"VPN connection drops intermittently Remote employee experiences frequent VPN disconnections throughout the day, disrupting access to internal resources.",2026,1,25,11,6,4,True,False,Morning,False,False,False,True,4,True,True,False,True,152,False,False,True,False,False,True,False,IT,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,1558.81,64.95,True,Critical,,False,
T20251213.0002,Backup job failed overnight,Nightly backup job for the file server failed with a timeout error. Last successful backup was 3 days ago.,ABLE Manufacturing HQ,Primary Location,Waiting Customer,High,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Change Requests,SW:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-13 11:00:00,"Administrator, Autotask",,2025-12-23 11:00:00,2025-12-13 11:00:00,,,False,3,2.0,False,,,0.0,240.0,,4,19,Backup job failed overnight Nightly backup job for the file server failed with a timeout error. Last successful backup was 3 days ago.,2025,12,13,11,5,50,True,False,Morning,False,False,True,False,3,True,True,False,True,134,True,True,False,False,False,False,False,SW,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,2591.31,107.97,True,Critical,,False,
T20251224.0001,Backup job failed overnight,Nightly backup job for the file server failed with a timeout error. Last successful backup was 3 days ago.,ABLE Manufacturing HQ,Primary Location,Waiting Customer,Medium,Email,2.0,"Moore, James",IT:Technician II,IT:Level I,SW:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-24 09:00:00,"Administrator, Autotask",,2026-01-03 09:00:00,2025-12-24 09:00:00,,,False,2,2.0,False,,,0.0,240.0,,4,19,Backup job failed overnight Nightly backup job for the file server failed with a timeout error. Last successful backup was 3 days ago.,2025,12,24,9,2,52,False,True,Morning,False,True,False,False,2,True,True,False,True,134,True,True,False,False,False,False,False,SW,IT,IT,Service Request,Standard,24.0,24.0,1,False,True,False,True,2329.31,97.05,True,Critical,,False,
T20260218.0001,New user account creation,"HR requests new Active Directory account, email, and standard group memberships for incoming Accounting associate.",ABLE Manufacturing HQ,Primary Location,Waiting Customer,Low,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level I,SW:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-18 03:30:00,"Administrator, Autotask",,2026-02-28 03:30:00,2026-02-18 03:30:00,,,False,1,2.0,False,,,0.0,240.0,,4,15,"New user account creation HR requests new Active Directory account, email, and standard group memberships for incoming Accounting associate.",2026,2,18,3,2,8,False,False,Overnight,True,False,False,False,1,True,True,False,True,140,False,False,False,True,False,False,False,SW,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,990.81,41.28,True,Critical,,False,
T20251219.0002,New employee laptop setup,"New hire starting next Monday needs a laptop configured with standard software suite, email, and VPN access.",ABLE Manufacturing HQ,Primary Location,Waiting Customer,Medium,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level I,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-19 12:00:00,"Administrator, Autotask",,2025-12-29 12:00:00,2025-12-19 12:00:00,,,False,2,2.0,False,,,0.0,240.0,,4,17,"New employee laptop setup New hire starting next Monday needs a laptop configured with standard software suite, email, and VPN access.",2025,12,19,12,4,51,False,True,Afternoon,False,True,False,False,2,True,True,False,True,134,False,False,True,True,False,True,False,Triage,IT,IT,Service Request,Standard,24.0,24.0,1,False,True,False,True,2446.31,101.93,True,Critical,,False,
T20260113.0001,Teams calls have audio echo,Multiple users in the open office area report audio echo issues during Microsoft Teams calls.,ABLE Manufacturing HQ,Primary Location,Waiting Customer,Medium,Email,2.0,"Moore, James",IT:Technician II,IT:Change Requests,SW:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-13 21:00:00,"Administrator, Autotask",,2026-01-23 21:00:00,2026-01-13 21:00:00,,,False,2,2.0,False,,,0.0,240.0,,5,15,Teams calls have audio echo Multiple users in the open office area report audio echo issues during Microsoft Teams calls.,2026,1,13,21,1,3,False,False,Evening,False,True,False,False,2,True,True,False,True,121,False,False,False,False,False,False,False,SW,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,1837.31,76.55,True,Critical,,False,
T20251231.0002,Software license expired for Adobe Acrobat,Adobe Acrobat Pro license has expired for the Marketing department. Three users unable to edit PDFs.,ABLE Manufacturing HQ,Primary Location,Waiting Customer,Critical,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Change Requests,IT:Applications,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-31 01:30:00,"Administrator, Autotask",,2026-01-10 01:30:00,2025-12-31 01:30:00,,,False,4,2.0,False,,,0.0,240.0,,6,16,Software license expired for Adobe Acrobat Adobe Acrobat Pro license has expired for the Marketing department. Three users unable to edit PDFs.,2025,12,31,1,2,1,False,False,Overnight,False,False,False,True,4,True,True,False,True,143,False,False,False,False,False,False,False,IT,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,2168.81,90.37,True,Critical,,False,
T20260111.0001,Network printer offline,The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.,ABLE Manufacturing HQ,Primary Location,Waiting Customer,Critical,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Change Requests,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-11 14:00:00,"Administrator, Autotask",,2026-01-21 14:00:00,2026-01-11 14:00:00,,,False,4,2.0,False,,,0.0,240.0,,3,18,Network printer offline The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.,2026,1,11,14,6,2,True,False,Afternoon,False,False,False,True,4,True,True,False,True,139,False,False,False,False,True,False,False,IT,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,1892.31,78.85,True,Critical,,False,
T20251203.0002,Monitor flickering on docking station,User's external monitor flickers when connected via USB-C docking station. Works fine with direct HDMI connection.,ABLE Manufacturing HQ,Primary Location,Waiting Customer,Low,Email,2.0,"Moore, James",IT:Technician II,IT:Change Requests,IT:Applications,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-03 04:30:00,"Administrator, Autotask",,2025-12-13 04:30:00,2025-12-03 04:30:00,,,False,1,2.0,False,,,0.0,240.0,,5,16,Monitor flickering on docking station User's external monitor flickers when connected via USB-C docking station. Works fine with direct HDMI connection.,2025,12,3,4,2,49,False,False,Overnight,True,False,False,False,1,True,True,False,True,152,False,False,False,False,False,False,False,IT,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,2837.81,118.24,True,Critical,,False,
T20251219.0003,Email bouncing back to external clients,Several external clients report emails to our sales team are bouncing back with a 550 error.,ABLE Manufacturing HQ,Primary Location,Waiting Customer,Critical,Email,2.0,"Moore, James",IT:Technician II,IT:Change Requests,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-19 08:30:00,"Administrator, Autotask",,2025-12-29 08:30:00,2025-12-19 08:30:00,,,False,4,2.0,False,,,0.0,240.0,,6,16,Email bouncing back to external clients Several external clients report emails to our sales team are bouncing back with a 550 error.,2025,12,19,8,4,51,False,True,Morning,False,False,False,True,4,True,True,False,True,132,False,False,False,True,False,False,False,IT,IT,IT,Service Request,Standard,24.0,24.0,1,False,True,False,True,2449.81,102.08,True,Critical,,False,
T20260121.0003,Teams calls have audio echo,Multiple users in the open office area report audio echo issues during Microsoft Teams calls.,ABLE Manufacturing HQ,Primary Location,Waiting Customer,Low,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Change Requests,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-21 13:30:00,"Administrator, Autotask",,2026-01-31 13:30:00,2026-01-21 13:30:00,,,False,1,2.0,False,,,0.0,240.0,,5,15,Teams calls have audio echo Multiple users in the open office area report audio echo issues during Microsoft Teams calls.,2026,1,21,13,2,4,False,True,Afternoon,True,False,False,False,1,True,True,False,True,121,False,False,False,False,False,False,False,SW,IT,IT,Service Request,Standard,24.0,24.0,1,False,True,False,True,1652.81,68.87,True,Critical,,False,
T20120530.0001,Dan is still having issues with his email,Dan is still having issues with his email - all of a sudden actually worse since last week. I am wondering if you would be able to see something that I cannot. Below is the error message I am getting from Dan's email - it has been since last week happening all the time.,ABLE Manufacturing HQ,,In Progress,Medium,Client Portal,3.0,"Taylor, Mark",IT:Technician I,IT:Level I,IT:Applications,Email,IT:Remote (Billable),Able Manufacturing - Incident,,2012-06-12 20:00:00,"Administrator, Autotask",,2012-06-20 11:00:00,2012-06-13 20:00:00,,,True,2,3.0,False,,,1440.0,183.0,,8,54,Dan is still having issues with his email Dan is still having issues with his email - all of a sudden actually worse since last week. I am wondering if you would be able to see something that I cannot. Below is the error message I am getting from Dan's email - it has been since last week happening all the time.,2012,6,12,20,1,24,False,False,Evening,False,True,False,False,2,True,False,False,True,312,False,False,False,True,False,False,False,IT,IT,IT,Medium,Expanded,2.0,8.0,2,False,False,False,False,120950.31,60475.15,True,Critical,,False,
T20251209.0001,Windows update causing BSOD,Two workstations experiencing Blue Screen of Death after latest Windows cumulative update was installed.,ABLE Manufacturing HQ,Primary Location,In Progress,Medium,Email,2.0,"Taylor, Mark",IT:Technician II,Triage,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-09 02:00:00,"Administrator, Autotask",,2025-12-16 11:00:00,2025-12-09 02:00:00,,,False,2,2.0,False,,,0.0,177.0,,4,14,Windows update causing BSOD Two workstations experiencing Blue Screen of Death after latest Windows cumulative update was installed.,2025,12,9,2,1,50,False,False,Overnight,False,True,False,False,2,True,False,False,True,132,False,False,False,False,False,False,False,SW,Triage,IT,Maintenance,Expanded,24.0,24.0,1,False,False,True,True,2696.31,112.35,True,Critical,,False,
T20260208.0001,Need access to CRM application,Sales rep needs access provisioned to the Salesforce CRM. Manager has approved the request.,ABLE Manufacturing HQ,Primary Location,In Progress,High,Email,2.0,"Moore, James",IT:Technician II,IT:Level I,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-08 23:00:00,"Administrator, Autotask",,2026-02-16 11:00:00,2026-02-08 23:00:00,,,False,3,2.0,False,,,0.0,180.0,,5,14,Need access to CRM application Sales rep needs access provisioned to the Salesforce CRM. Manager has approved the request.,2026,2,8,23,6,6,True,False,Late Night,False,False,True,False,3,True,False,False,True,122,False,False,False,False,False,True,False,SW,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,1211.31,50.47,True,Critical,,False,
